OTU id	GC content	Rho scores	Rho homolog	length of U-rich sequence	Completeness	Contamination	Taxonomy					
OTU-30400	66.8795599999999	3.86702565982405	1	3	99.59	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methyloversatilis;s__Methyloversatilis universalis					
OTU-27631	66.4715799999999	3.85396246246247	1	3	99.59	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methyloversatilis;s__Methyloversatilis universalis_A					
OTU-37962	65.8752299999999	3.94635281539558	1	4	99.53	0.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Paddy-1;s__Paddy-1 sp001307855					
OTU-19926	63.77319	3.59502676399028	1	4	99.17	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Par-f-2;s__Par-f-2 sp002863805					
OTU-44713	67.13513	3.91573098330244	1	3	99.9	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Par-f-2;s__Par-f-2 sp003034845					
OTU-27838	61.034549999999996	3.56107849829354	1	4	97.71	0.66	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__					
OTU-38828	61.220929999999996	3.50332184808146	1	4	96.37	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio dicarboxylicus					
OTU-1096	55.1457999999999	2.81154198473282	1	5	97.51	0.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rugosibacter;s__Rugosibacter aromaticivorans					
OTU-42847	63.26632	3.6497887887888	1	4	97.67	0.96	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfuritalea;s__Sulfuritalea hydrogenivorans					
OTU-38124	64.74723999999999	3.63657242990654	1	4	96.13	0.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Tepidiphilus;s__Tepidiphilus margaritifer					
OTU-14554	61.62999	3.17666349206349	1	4	95.9	0.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Tepidiphilus;s__Tepidiphilus sp003545175					
OTU-12273	66.0538699999999	3.77187872340425	1	4	96.13	0.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Tepidiphilus;s__Tepidiphilus thermophilus					
OTU-9607	68.29753	3.93636386931453	1	0	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera aminoaromatica					
OTU-29920	67.1707299999999	3.86701544715448	1	3	99.59	0.06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera aromatica					
OTU-26890	65.98779	3.81155067567568	1	3	99.59	0.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera butanivorans					
OTU-39493	67.2841699999999	3.86104126984127	1	0	99.38	0.41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera chlorobenzoica					
OTU-43521	66.16934	3.83573410852713	1	3	99.9	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera humireducens					
OTU-41193	66.2443	3.84879510022272	1	3	100	0.03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera linaloolentis					
OTU-28775	68.06995	3.89860212418302	1	0	100	1.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera phenolivorans					
OTU-32205	67.8614399999999	3.93675076923076	1	0	99.9	1.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera phenylacetica					
OTU-38082	65.81380999999999	3.85363914120562	1	3	99.48	0.74	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera propionica					
OTU-28209	65.66159999999999	3.74431993817621	1	3	99.86	0.05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera sp000310145					
OTU-36527	67.6715	3.9141823972206	1	0	99.75	0.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera sp002354895					
OTU-18478	64.19693	3.65664308681673	1	3	99.76	0.06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera terpenica					
OTU-38031	66.53359999999991	3.78587080366228	1	3	97.2	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA2357;s__UBA2357 sp002872475					
OTU-40445	56.51978	3.08961638868747	1	5	99.59	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__Uliginosibacterium gangwonense					
OTU-37768	61.678270000000005	3.62661238691719	1	4	98.7	0.76	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__Uliginosibacterium sp002855595					
OTU-45390	64.46267	3.75920910138248	1	4	99.71	0.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp002028455					
OTU-35577	46.2526	2.03971976744186	1	6	99.37	1.18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__;s__					
OTU-30850	56.11833000000001	3.13978682170543	1	5	98.82	0.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella;s__Sulfuricella denitrificans					
OTU-39529	56.85973	3.26253591160222	1	5	98.66	0.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella;s__Sulfuricella sp000971475					
OTU-41896	51.829789999999996	2.38553962900506	1	5	99.05	0.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula;s__					
OTU-19411	54.9824	2.68783410138248	1	5	99.05	0.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__Sulfuriferula;s__Sulfuriferula sp002162035					
OTU-44361	56.7218199999999	3.03113935483871	1	5	97.95	1.25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuriferulaceae;g__UBA11351;s__					
OTU-27835	36.4257999999999	1.21325412541254	1	7	98.78	1.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UBA11063;g__UBA11063;s__UBA11063 sp002892535					
OTU-42471	66.50518	3.83540202020204	1	3	98.54	1.58	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UBA6910;g__;s__					
OTU-39568	67.1228999999999	4.08793333333336	1	4	99.37	0.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__GR16-43;s__GR16-43 sp001953215					
OTU-40364	54.97587000000001	2.95874581430746	1	5	96.68	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__UKL13-2;s__UKL13-2 sp001602455					
OTU-2173	59.22500000000001	3.21873339940536	1	5	98.45	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium hominis					
OTU-32845	57.98108	3.06513958333334	1	5	98.28	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium valvarum					
OTU-20963	44.3316299999999	1.60251890034364	1	7	97.94	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Dichelobacter;s__Dichelobacter nodosus					
OTU-25047	45.05085	1.46034523809523	1	7	95.29	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Rappaport;s__Rappaport israeli					
OTU-23523	48.26927	1.93058727810651	1	6	99.71	0.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Suttonella;s__					
OTU-34693	38.92723	1.4006573556797	1	7	99.41	0.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Suttonella;s__Suttonella ornithocola					
OTU-43883	41.34971	2.00482900943396	1	7	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria indica					
OTU-29779	40.05908	1.56977579617834	1	7	99.12	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria larvae					
OTU-25463	41.53479	1.98679976162097	1	7	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria sp002252045					
OTU-31998	41.79918	2.03304842615012	1	7	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria sp003121945					
OTU-21948	40.54344	1.62272173913043	1	7	100	0.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria ureiclastica					
OTU-30005	43.7268799999999	1.7941404174573	1	7	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas chitiniclastica					
OTU-26856	36.27585	1.35189253731343	1	7	98.64	1.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas larvae					
OTU-36906	36.96828	1.28697543859649	1	8	99.68	0.15	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas populi					
OTU-29118	43.79751	1.77713157894736	1	7	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Wohlfahrtiimonas;s__Wohlfahrtiimonas sp002252155					
OTU-24139	62.09735	3.79548369132857	1	4	99.25	0.36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__					
OTU-28673	64.1823799999999	4.02837996031749	1	3	99.74	0.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Allochromatium;s__Allochromatium vinosum					
OTU-20809	55.170359999999995	3.29524377457405	1	5	96.43	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Allochromatium;s__Allochromatium warmingii					
OTU-18283	64.67131	4.15091103678929	1	0	99.94	0.77	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Imhoffiella;s__Imhoffiella purpurea					
OTU-18827	64.10819	3.75836761811023	1	3	99.58	1.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Lamprocystis;s__Lamprocystis purpurea					
OTU-25476	68.25616999999991	4.06672077375947	1	0	99.94	0.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Marichromatium;s__Marichromatium gracile					
OTU-42582	67.86291	4.0338559533722	1	0	99.94	0.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Marichromatium;s__Marichromatium purpuratum					
OTU-36397	63.86311	3.82821710213775	1	3	99.92	0.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__					
OTU-26162	64.05176	3.88013491635185	1	3	99.94	0.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa marina					
OTU-42947	64.23147999999989	3.88690939786156	1	3	99.94	0.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa roseopersicina					
OTU-31500	32.68032	3.88331563245822	1	3	96.27	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocapsa;s__Thiocapsa sp001499735					
OTU-30577	62.60616	3.77070370370371	1	3	99.94	0.36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiocystis;s__Thiocystis violascens					
OTU-23625	66.21342	3.84930424242421	1	0	99.41	1.71	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiodictyon;s__Thiodictyon syntrophicum					
OTU-33077	65.58635000000001	3.8038886414254	1	0	98.67	0.02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thioflavicoccus;s__Thioflavicoccus mobilis					
OTU-39905	68.18303	3.85839255362197	1	0	98.6	1.45	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__Thiohalocapsa sp001469165					
OTU-21214	62.141270000000006	3.82614755197854	1	3	99.94	0.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiorhodococcus;s__Thiorhodococcus drewsii					
OTU-20418	60.15122	3.5825429497569	1	4	99.9	0.82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiorhodovibrio;s__Thiorhodovibrio sp000228725					
OTU-29005	58.54541	3.36666413373861	1	4	99.94	1.99	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__					
OTU-43561	60.08156999999999	3.53424924242425	1	4	99.94	1.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__41T-STBD-0c-01a;s__41T-STBD-0c-01a sp002009425					
OTU-12843	58.70454000000001	3.2165910652921	1	4	98.54	0.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Endoriftia;s__Endoriftia persephone					
OTU-44725	50.985409999999995	2.90171276595744	1	5	99.83	0.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__GCF-000787395;s__GCF-000787395 sp000787395					
OTU-25259	65.05540999999991	3.68068357487924	1	3	98.9	0.64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__MONJU sp000801295					
OTU-26502	58.661989999999996	3.30128374655649	1	4	99.77	0.04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola;s__					
OTU-42742	56.101040000000005	3.21130201342283	1	4	99.77	0.68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola;s__Sedimenticola selenatireducens					
OTU-22644	57.612759999999994	3.38954410480351	1	4	99.77	0.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola;s__Sedimenticola thiotaurini					
OTU-30932	52.095530000000004	3.04782326007327	1	5	99.59	1.74	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiodiazotropha;s__Thiodiazotropha endoloripes_C					
OTU-34735	56.233920000000005	3.04086370597243	1	5	98.78	0.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__Thiolapillus brandeum					
OTU-20723	70.43795	4.03911298701298	1	0	99.82	0.53	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__;s__					
OTU-43921	56.88295	3.21440697674419	1	4	96.48	2.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__Competibacter denitrificans					
OTU-40636	57.051629999999996	3.35863988383351	1	4	96.48	1.82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__Contendobacter odensis					
OTU-33468	66.07881	3.60011851851853	1	3	98.41	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Plasticicumulans;s__Plasticicumulans acidivorans					
OTU-45569	42.8785699999999	2.13914338235294	1	5	100	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;s__Coxiella burnetii					
OTU-31394	64.4072	3.57000553709857	1	3	99.2	1.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter prosperus					
OTU-19458	59.908699999999904	3.25767096774194	1	4	99.27	2.48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter prosperus_A					
OTU-42933	61.82815	3.38473913043479	1	3	99.25	2.25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Acidihalobacteraceae;g__Acidihalobacter;s__Acidihalobacter prosperus_B					
OTU-31724	61.514100000000006	3.32943750000001	1	4	96.21	2.04	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Acidihalobacteraceae;g__Acidihalobacter_A;s__Acidihalobacter_A ferrooxidans					
OTU-18570	55.606750000000005	2.78837671232876	1	5	97.01	0.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodosinus;s__Ectothiorhodosinus mongolicus					
OTU-31183	62.79904	3.7886905263158	1	3	99.43	0.34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira haloalkaliphila					
OTU-20685	60.81797	3.78497235772358	1	4	96.48	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira magna					
OTU-44000	62.19958	3.72331404072885	1	3	99.94	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira marina					
OTU-23651	68.1529099999999	4.07416843501328	1	0	99.25	0.06	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira mobilis					
OTU-39978	63.512679999999996	3.97655039787799	1	3	99.25	0.34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira sp000225005					
OTU-43107	62.952450000000006	3.85516286307056	1	3	99.94	0.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira sp001632845					
OTU-22978	64.20401	3.82236612426036	1	4	99.43	1.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A denitrificans					
OTU-3315	65.06191	3.94195310435931	1	4	99.88	0.12	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus					
OTU-40538	64.97808	3.94653179190752	1	4	99.94	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A sulfidiphilus_A					
OTU-35891	64.8247899999999	3.88034945196647	1	3	99.94	2.27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio_A;s__Thioalkalivibrio_A thiocyanodenitrificans					
OTU-29234	56.40133	3.04998853503185	1	4	95.38	0.86	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thiorhodospira;s__Thiorhodospira sibirica					
OTU-24612	67.52302999999999	3.73699092088198	1	0	99.92	0.05	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio halophilus					
OTU-44041	67.5211599999999	3.79980218446603	1	0	99.97	0.22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio halophilus					
OTU-23714	65.74015	3.67611368653423	1	3	99.58	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000025545					
OTU-25094	66.61551999999999	3.7971415752742	1	3	99.99	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000376845					
OTU-23037	64.47712	3.68711325301206	1	4	99.99	0.03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000376865					
OTU-23036	65.16315	3.71094783715014	1	3	99.97	0.02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377205					
OTU-40425	66.90341	3.78359685863876	1	3	99.89	0.02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377345					
OTU-24137	67.29863	3.78275597092421	1	3	99.96	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377405					
OTU-24336	67.44477	3.77898313878082	1	0	99.94	0.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377785					
OTU-21769	64.85913999999991	3.58102637130803	1	3	99.46	0.99	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377845					
OTU-34476	65.93939	3.8063447946514	1	3	99.96	0.18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000377905					
OTU-23538	65.7706599999999	3.75985176738884	1	3	99.97	0.02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000378305					
OTU-36437	65.35167	3.6651925531915	1	3	99.97	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000378605					
OTU-39620	65.70798999999991	3.61101526717559	1	3	99.58	0.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000381825					
OTU-20519	67.41333	3.81370136307312	1	0	99.74	0.02	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000381945					
OTU-27599	66.76154	3.81179265873018	1	3	99.99	0.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000420165					
OTU-33830	66.16723999999991	3.66807491486949	1	3	99.94	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio thiocyanoxidans					
OTU-10941	65.88587	3.73592182741119	1	3	99.96	0.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio versutus					
OTU-33196	66.49615	3.67013760117734	1	0	99.66	0.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens					
OTU-31612	66.54617	3.68177769049491	1	0	99.94	0.34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus					
