otu_id	genome_id	type	study	taxonomy	rho homologs	phylum	completeness	contamination	rho scores	CDS counts	stem length	loop length	U count	number	genome size
OTU-42793	2710723948	MAG	IMG	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Daviesbacterales;f__UBA10151;g__2-01-FULL-39-12-A;s__2-01-FULL-39-12-A sp001776905	Ga0155906_128_3	Patescibacteria	71.76	0.0	1.954962962962963	1074	10.0	6.0	6.0	82.0	1004025
OTU-11436	3300017429_13	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__;s__	3300017429.a:Ga0185343_1000668_16	Chloroflexota	88.22	3.96	2.496959752321981	2129	12.0	5.0	5.0	336.0	2084702
OTU-10926	3300017429_16	MAG	GEM	d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__;g__;s__	3300017429.a:Ga0185343_1000535_6	WOR-3	90.81	0.0	2.8138157894736837	1736	11.0	5.0	7.0	196.0	1883639
OTU-42794	2716884727	SAG	IMG	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp003279945	.	Cyanobacteria	91.21	0.27	1.3223701923076918	1748	10.0	5.0	8.0	211.0	1546107
OTU-26500	GCA_002292855.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14;s__TMED14 sp002292855	DBBY01000042.1_1	Bacteroidota	85.34	0.0	2.997780991735535	1495	11.0	4.0	5.0	242.0	1602266
OTU-10928	3300013138_135	MAG	GEM	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__RVW-14;g__;s__	3300013138.a:Ga0172371_10000669_32	Dependentiae	80.22	3.3	1.5058680000000004	1077	14.0	5.0	7.0	257.0	1170086
OTU-42795	2690315632	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp900115295	Ga0115506_102_48	Proteobacteria	99.66	1.48	3.6297736602052413	4531	13.0	4.0	3.0	1755.0	5050724
OTU-42796	GCF_003400205.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_L;g__Bacillus_Q;s__	NZ_QUQV01000004.1_106	Firmicutes	98.47	3.26	1.4961012256014579	4893	14.0	5.0	7.0	2218.0	4967308
OTU-42797	GCA_001941045.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp001941045	MSHD01000020.1_11	Firmicutes_A	98.73	0.95	1.689281333333332	3245	13.0	5.0	6.0	761.0	3338908
OTU-11652	3300011162_2	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	3300011162.a:Ga0120779_100046_13	Proteobacteria	98.67	0.55	3.896790511398643	3958	13.0	4.0	3.0	1653.0	4223506
OTU-42798	GCA_002492295.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002492295	DKYC01000162.1_4	Firmicutes_A	88.65	4.3	1.2275326975476843	2996	14.5	5.0	7.0	760.0	3282070
OTU-31123	GCA_002709405.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marinibacterium;s__Marinibacterium sp002709405	PAQV01000035.1_28	Proteobacteria	94.48	1.87	3.899739549839213	5096	13.0	4.0	3.0	1881.0	5385524
OTU-29135	GCF_001274935.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Bacillus_AG;s__Bacillus_AG koreensis	NZ_LILC01000037.1_250	Firmicutes	99.43	1.15	1.3762156097561027	4671	16.0	5.0	8.0	2060.0	4603584
OTU-42800	GCF_001187555.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Gilvimarinus;s__Gilvimarinus polysaccharolyticus	NZ_LFIJ01000002.1_211	Proteobacteria	100.0	0.45	2.320163223140499	3236	13.0	4.0	6.0	968.0	3746057
OTU-31124	2791355374	isolate	IMG	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B salivarius	Ga0309184_1003_73	Firmicutes	99.48	0.0	0.7529281842818424	2054	16.0	5.0	8.0	779.0	2087130
OTU-10941	GCF_000381505.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio versutus	NZ_KB906571.1_31	Proteobacteria	99.96	0.11	3.7359218274111923	2733	13.0	4.0	3.0	991.0	2924114
OTU-10944	3300000576_12	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__	3300000576.a:SL_7KL_010_BRINEDRAFT_10000410_18	Bacteroidota	85.47	2.06	1.2041636363636365	2461	13.0	5.0	8.0	640.0	2539651
OTU-42803	GCF_004135365.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__;s__	NZ_CP035492.1_2863	Firmicutes_I	98.55	0.0	1.8725840652446757	3940	17.0	5.0	6.0	1594.0	4228822
OTU-42804	2808606418	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__	Ga0314257_102_276	Proteobacteria	99.72	0.25	3.8398351749539414	5805	12.0	4.0	4.0	2175.0	6724496
OTU-10945	3300008155_37	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__HOT-345;s__	.	Patescibacteria	71.75	1.12	1.8917390243902446	906	13.0	5.0	9.0	412.0	1046482
OTU-42805	2808606414	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea allii	Ga0314263_110_145	Proteobacteria	100.0	0.25	2.9623289473684338	4545	11.0	4.0	5.0	1676.0	4917181
OTU-39556	2721755356	MAG	IMG	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__MGML01;s__MGML01 sp001796415	Ga0154674_1019_6	Chloroflexota	51.32	0.0	2.585693379790942	1718	12.0	5.0	6.0	304.0	1678903
OTU-10960	3300010341_16	MAG	GEM	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	3300010341.a:Ga0074045_10012842_8	Spirochaetota	77.45	4.27	3.6921914529914557	3505	12.0	4.0	4.0	609.0	3376320
OTU-10961	3300010341_14	MAG	GEM	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-209;s__	3300010341.a:Ga0074045_10022883_4	Acidobacteriota	73.19	0.85	3.4573641975308846	3736	12.0	4.0	4.0	1171.0	4057836
OTU-10962	3300010341_15	MAG	GEM	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__	3300010341.a:Ga0074045_10000555_4,3300010341.a:Ga0074045_10000555_14	Verrucomicrobiota	97.26	1.71	4.196600000000026	3132	12.0	4.0	0.0	789.0	3724176
OTU-10963	3300010341_12	MAG	GEM	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__	.	Desulfobacterota	64.16	1.72	2.9596113475177304	5623	11.0	5.0	5.0	740.0	5269043
OTU-42808	SRR3736999_bin.46	MAG	Almeida et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NODE_3135_length_9629_cov_8.700648_6	Actinobacteriota	89.42	0.81	3.0166360856269097	1637	15.0	5.0	5.0	702.0	1762513
OTU-11715	3300010341_18	MAG	GEM	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA9935;g__GCA-2634385;s__	.	Nitrospirota	93.15	4.63	2.2498729372937305	3225	12.0	5.5	6.0	620.0	3200158
OTU-40484	GCF_900639795.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Tatlockia;s__Tatlockia brunensis	NZ_CAAAHU010000006.1_59	Proteobacteria	100.0	0.78	1.8023553223388307	3336	12.0	5.0	6.0	671.0	3757036
OTU-42810	GCF_000620085.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_B;s__Marinobacterium_B jannaschii	NZ_JHVJ01000017.1_147	Proteobacteria	100.0	0.94	3.1289912232583674	4708	13.0	4.0	5.0	1828.0	5177835
OTU-10970	3300013748_1	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA3738;s__	3300013748.a:Ga0116840_1000498_1	Firmicutes_A	87.23	0.71	1.1457536945812805	1265	14.0	5.0	7.0	221.0	1317832
OTU-10971	3300013748_2	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	3300013748.a:Ga0116840_1000393_1	Firmicutes_A	89.72	0.0	1.3687178423236512	1228	12.0	5.0	7.0	248.0	1260041
OTU-12734	GCA_002428825.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	DIXY01000010.1_15	Bacteroidota	97.6	0.64	3.0112879019908094	1682	14.0	4.0	5.0	657.0	1984282
OTU-35910	2585428139	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aliihoeflea;s__Aliihoeflea sp000497755	ALIIDRAFT_AYOD01000035_1.35_369	Proteobacteria	98.98	2.19	3.910110864745023	4094	12.0	5.0	4.0	1396.0	4143240
OTU-29212	GCF_900102495.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900102495	NZ_FMVQ01000011.1_55	Proteobacteria	99.96	0.0	3.1144108658743637	2797	11.0	5.0	5.0	591.0	3032078
OTU-42813	2671180628	isolate	IMG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces hirsutus	Ga0112452_1067_22	Actinobacteriota	97.93	0.54	4.047265396825348	7857	15.0	4.0	0.0	3272.0	8325619
OTU-10978	3300014687_2	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp002484265	3300014687.a:Ga0121359_100001_93	Proteobacteria	99.68	0.65	3.9462270270270556	3339	13.0	4.0	3.0	1113.0	3461366
OTU-40486	GCA_001604065.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__DTU072;g__Firm-09;s__Firm-09 sp001604065	LVAO01000003.1_37	Firmicutes_A	79.33	0.0	2.1817212543554008	1169	13.0	5.0	7.0	293.0	1439312
OTU-23499	QinJ_2012__CON-099__bin.23	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	.	Firmicutes_C	100.0	0.632911	1.9908910614525142	1571	16.0	4.0	8.0	716.0	1679141
OTU-10986	3300017990_42	MAG	GEM	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae_B;g__UBA2779;s__	.	Spirochaetota	56.54	0.8	4.261695512820511	2054	11.0	4.0	3.0	327.0	1947170
OTU-30167	2541047557	isolate	IMG	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira alstonii	AOHD02000018_74	Spirochaetota	98.82	0.0	2.80880108499096	4135	12.0	5.0	6.0	554.0	4437303
OTU-42815	CM_periimplantitis__SP_287SPT_T016__bin.19	MAG	Pasolli et al.	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	.	Patescibacteria	62.5356	1.28205	2.5068940397350996	715	11.0	5.0	5.0	152.0	770160
OTU-42816	GCF_004359505.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__UBA6286;s__	NZ_SCWE01000006.1_61	Firmicutes	96.13	1.1	1.4114695652173903	2253	14.0	4.0	8.0	809.0	2069051
OTU-40489	GCF_003957265.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__F0332;s__F0332 sp003073475	NZ_RQSN01000006.1_105	Actinobacteriota	99.72	0.42	3.0270085470085477	2601	14.0	5.0	3.0	589.0	2894631
OTU-10996	3300025722_6	MAG	GEM	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__;g__;s__	3300025722.a:Ga0209660_1000708_1	Verrucomicrobiota	86.82	3.72	2.889183673469387	2552	10.0	5.0	6.0	347.0	3023412
OTU-11902	3300013232_43	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__UBA12463;g__;s__	.	Patescibacteria	61.19	0.99	2.6510990990990995	736	12.0	5.0	6.0	120.0	729408
OTU-11000	3300025698_2	MAG	GEM	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__SG8-4;s__	3300025698.a:Ga0208771_1001251_6	Planctomycetota	88.75	0.67	2.285602409638553	3603	11.0	5.0	5.0	604.0	4089457
OTU-2433	3300013232_46	MAG	GEM	d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA917;g__UBA917;s__	.	Patescibacteria	56.65	1.12	1.5343590909090905	674	13.0	4.0	8.0	241.0	719459
OTU-35737	GCF_002104675.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp002104675	NZ_NCXP01000009.1_47	Actinobacteriota	99.61	0.86	3.6509368983957438	4649	12.0	5.0	0.0	946.0	5225940
OTU-11926	3300018475_127	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	.	Firmicutes_A	56.9	0.0	2.351264984227131	1822	14.0	4.0	6.0	689.0	1773100
OTU-11006	3300018475_126	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	.	Firmicutes_A	77.43	2.01	2.2016424050632915	1621	14.5	4.0	7.0	658.0	1821986
OTU-9307	3300018878_133	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	.	Firmicutes_A	95.97	3.36	1.6921755593803782	1750	15.0	4.0	7.0	622.0	1791470
OTU-29275	2786546813	MAG	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubrimonas;s__	.	Proteobacteria	67.22	0.03	3.733290769230778	2530	13.0	4.0	0.0	690.0	2304708
OTU-11009	3300018475_121	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA7477;s__	.	Firmicutes_A	89.93	0.34	1.4922786377708979	1728	14.0	5.0	8.0	655.0	1849505
OTU-42818	LeChatelierE_2013__MH0140__bin.41	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	.	Firmicutes_C	90.2295	1.34731	1.2754611801242226	1786	14.0	5.0	7.0	675.0	1816593
OTU-11010	3300017526_7	MAG	GEM	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__RBG-16-66-30;g__;s__	3300017526.a:Ga0185329_10000100_31	Acidobacteriota	92.85	2.56	4.264933130699111	2588	11.0	5.0	4.0	677.0	2944865
OTU-37345	GCA_002425705.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA5559;s__UBA5559 sp002425705	.	Firmicutes_A	86.29	1.42	2.399541850220263	1839	14.0	4.0	7.0	462.0	1941859
OTU-45125	GCA_003520455.1	MAG	NCBI-MAG	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Ardenticatenales;f__;g__;s__	.	Chloroflexota	87.27	4.42	3.598089920535317	7858	14.0	5.0	4.0	2521.0	8172609
OTU-42822	GCF_001582135.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila	NZ_LAXP01000017.1_31	Proteobacteria	100.0	0.19	1.6935614617940185	3203	11.0	5.0	6.0	607.0	3569569
OTU-4772	HMP_2012__SRS023835__bin.16	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	NODE_970_length_15138_cov_9.81171_7	Firmicutes_A	99.3007	0.0	1.0349541832669327	1486	16.0	5.0	8.0	531.0	1665886
OTU-42824	2675903033	isolate	IMG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Algoriella;s__Algoriella xinjiangensis	Ga0116965_104_48	Bacteroidota	99.64	0.0	1.0831786008230453	3066	14.0	4.0	9.0	1220.0	3265911
OTU-11019	3300005460_49	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA3700;g__;s__	3300005460.a:Ga0073908_1005049_4	Firmicutes_A	94.85	0.22	0.9601442307692308	1623	13.0	5.0	7.0	529.0	1858895
OTU-11021	3300025784_23	MAG	GEM	d__Bacteria;p__Acidobacteriota;c__UBA4820;o__UBA4820;f__UBA4820;g__;s__	3300025784.a:Ga0209200_1000011_240	Acidobacteriota	94.87	0.85	3.4379205298013273	2481	11.0	5.0	5.0	611.0	2927859
OTU-11025	GCA_001567275.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__OLB10;s__OLB10 sp001567275	LNBX01000046.1_126	Bacteroidota	95.24	0.95	1.4387666068222622	2560	13.0	5.0	8.0	562.0	2962906
OTU-42825	GCA_002787455.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans sp002787455	PCWU01000058.1_7	Proteobacteria	63.88	0.21	3.0209847094801225	1384	11.0	4.0	5.0	344.0	1255975
OTU-42826	GCF_002561295.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_S	NZ_NTUG01000017.1_5	Firmicutes	99.43	0.57	1.0751035515618341	4869	16.0	5.0	8.0	2361.0	4796567
OTU-29326	GCA_003164155.1	MAG	NCBI-MAG	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__BOG-1457;s__BOG-1457 sp003164155	.	Verrucomicrobiota_A	72.41	0.68	2.733364902506963	2812	12.0	5.0	6.0	401.0	3243608
OTU-42828	GCF_004123815.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__	NZ_MZXT01000020.1_18	Proteobacteria	99.37	0.63	3.9862911392404863	6259	13.0	4.0	3.0	2215.0	6440972
OTU-11043	3300006186_13	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Rickettsiella;s__	3300006186.a:Ga0075369_10000120_15	Proteobacteria	91.28	1.02	1.0589565217391306	1480	11.0	5.0	7.0	215.0	1499873
OTU-6319	3300006186_15	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__	.	Patescibacteria	64.53	0.85	1.982632075471699	1464	12.0	5.0	6.0	323.0	1403770
OTU-42829	GCF_900205925.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AK;s__Clostridium_AK peptidivorans	NZ_OAOD01000005.1_123	Firmicutes_A	99.31	3.7	0.728500370644922	3504	15.0	5.0	7.0	1354.0	3524229
OTU-29357	GCA_002705465.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp002705465	PAGS01000085.1_2	Proteobacteria	64.06	1.1	3.381558823529412	1303	10.0	4.0	5.0	173.0	1291529
OTU-11046	GCA_002394385.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002394385	DGTS01000029.1_9	Bacteroidota	98.15	0.19	2.208390538033398	2617	13.0	5.0	6.0	1086.0	3183839
OTU-42831	GCA_002720895.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-002720895;f__GCA-002720895;g__GCA-002720895;s__GCA-002720895 sp002720895	PBIP01000008.1_3	Proteobacteria	62.82	2.2	1.0417058823529413	699	11.0	5.0	8.0	71.0	663439
OTU-42832	2579779173	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella psychrophila	Sps_WP2.1_2986	Proteobacteria	99.47	1.34	2.3539378966455207	5479	13.0	4.0	6.0	2207.0	6353472
OTU-42833	GCA_002711715.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-002720895;f__GCA-002720895;g__GCA-002720895;s__GCA-002720895 sp002711715	PARY01000001.1_14	Proteobacteria	56.27	0.0	0.7905	599	9.0	5.0	9.0	65.0	523541
OTU-42834	SchirmerM_2016__G89114__bin.19	MAG	Pasolli et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NODE_2_length_177133_cov_29.2834_109	Actinobacteriota	100.0	0.806452	3.0468192488262993	1846	14.0	5.0	5.0	868.0	2128452
OTU-42835	2728369621	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas luteoviolacea_H	Ga0128232_1028_4	Proteobacteria	100.0	0.17	1.633023890784987	5119	12.0	5.0	6.0	1770.0	5948498
OTU-42836	GCA_001657295.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Oceanicaulis;s__Oceanicaulis sp001657295	.	Proteobacteria	97.14	0.56	3.8999935483871164	3124	13.0	4.0	3.0	940.0	3223514
OTU-31128	2667527451	isolate	IMG	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus typhae	Ga0079887_149_40	Firmicutes_I	99.8	1.08	2.153967020470058	5937	16.0	4.0	6.0	2663.0	6740451
OTU-45129	GCA_001804785.1	MAG	NCBI-MAG	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-45-14;g__GWF2-45-14;s__GWF2-45-14 sp001804785	MHBG01000106.1_46	Verrucomicrobiota	93.52	3.38	2.390288770053475	3345	11.0	5.0	6.0	381.0	3776931
OTU-42837	GCF_004521985.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E oleovorans_A	NZ_SBHZ01000018.1_40	Proteobacteria	100.0	0.21	3.783854031510644	4884	13.0	4.0	4.0	2177.0	5218531
OTU-29395	GCA_002030045.1	MAG	NCBI-MAG	d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Aegiribacteria;s__Aegiribacteria sp002030045	LQBI01000002.1_123	Fermentibacterota	95.05	2.2	3.4909848812095063	2693	12.0	5.0	4.0	467.0	2978745
OTU-11066	HMP_2012__SRS044373__bin.34	MAG	Pasolli et al.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	NODE_2131_length_9345_cov_3.78525_1	Bacteroidota	93.6479	0.619369	1.3768854838709672	2007	14.0	5.0	7.0	664.0	2393472
OTU-11068	3300027710_10	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	.	Bacteroidota	78.22	3.72	1.2874511041009462	2229	13.0	4.0	8.0	659.0	2200768
OTU-11071	3300011990_44	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	.	Patescibacteria	58.69	0.85	2.241268907563025	636	11.0	5.0	5.0	123.0	703800
OTU-11072	2517572020	isolate	IMG	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga petrophila	Contig7_53	Thermotogota	100.0	0.0	2.7938593750000003	1770	11.0	4.0	7.0	256.0	1739444
OTU-11073	GCF_000021645.1	isolate	NCBI-RefSeq	d__Bacteria;p__Dictyoglomota;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus turgidum	NC_011661.1_1086	Dictyoglomota	100.0	0.0	1.6442612244897956	1821	12.0	5.0	7.0	245.0	1855560
OTU-4976	3300011990_40	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	.	Patescibacteria	61.73	1.85	1.7010053763440864	876	13.0	5.0	6.0	187.0	856090
OTU-12318	GCF_000186425.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__Lautropia mirabilis	NZ_GL636062.1_1280	Proteobacteria	98.66	0.0	3.7451348875936934	2561	13.0	5.0	3.0	1202.0	3151925
