OTU id	GC content	stem length	length of U-rich sequence	# of prediction / CDS	# of prediction / KB in IGR	gene length	loop length	gene number	genome size	igr length	# downstream	# threeprime	Taxonomy
OTU-38571	58.47121	11	4	0.206	2.838	1408638	4	1514	1543928	135290	233	79	d__Bacteria;p__UBP7_A;c__4484-113;o__4484-113;f__4484-113;g__4484-113;s__4484-113 sp002050035
OTU-38575	51.7072199999999	16	7	0.412	4.095	5477211	5	5620	6210985	733774	1698	617	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__UNC496MF;s__
OTU-38578	58.2109899999999	13	4	0.311	2.649	5655018	5	5286	6454667	799649	1255	388	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Silvibacterium;s__Silvibacterium bohemicum
OTU-38595	37.96539	14	6	0.265	3.587	783183	4	924	883545	100362	161	84	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__PALSA-1336;s__
OTU-38597	48.9071599999999	12	6	0.336	4.767	3210078	4	3564	3600659	390581	877	322	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;s__Fluviicola sp002432085
OTU-38614	56.51632	15	6	0.388	4.669	2281119	4	2587	2602194	321075	653	352	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645
OTU-38653	26.13224	16	8.5	0.354	3.593	1240830	5	1371	1394461	153631	294	192	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__
OTU-38661	41.04162	14	8	0.332	4.097	1624161	5	1976	1795280	171119	352	305	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
OTU-38686	37.38991	10	7	0.094	1.232	815925	5.5	961	892243	76318	44	46	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__GWC2-37-13;s__GWC2-37-13 sp002050095
OTU-38716	67.48978	14	0	0.487	3.821	5938125	4	6037	6970128	1032003	2062	877	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis
OTU-38726	32.4638599999999	12	6	0.287	2.187	2074794	5	2818	2619384	544590	563	245	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Arsenophonus;s__Arsenophonus triatominarum
OTU-38748	40.2090999999999	13	7	0.226	2.66	4587885	5	4450	5129962	542077	731	275	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_A;s__Maribacter_A polysiphoniae
OTU-38759	34.31955	10	8	0.156	1.624	1334931	5	1729	1548023	213092	167	103	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Prochlorococcus_B;s__Prochlorococcus_B sp003279615
OTU-3876	47.0449699999999	10	5	0.12	1.549	1773963	5	2131	2000516	226553	180	75	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__JCVI-SCAAA005 sp002730365
OTU-38773	66.47736	14	0	0.497	4.182	5701815	4	5771	6612421	910606	2114	755	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia latens
OTU-38775	36.05639	14	7	0.183	4.258	1206054	5	1260	1286834	80780	184	46	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__
OTU-38787	39.9865899999999	13	7	0.282	3.578	3812370	4	3724	4189908	377538	760	291	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga echinicomitans
OTU-38797	62.63829	13	4	0.444	4.04	6548949	4	7021	7584136	1035187	2354	761	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp900103365
OTU-38802	44.0565799999999	13	8	0.209	3.322	2019918	4	2088	2215291	195373	338	99	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__UBA1313;s__UBA1313 sp002307115
OTU-38816	46.7752399999999	10	6	0.08	1.951	861051	5	1033	927171	66120	54	29	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__XYB1-FULL-47-11;s__XYB1-FULL-47-11 sp001779455
OTU-38853	47.7065499999999	13	6	0.231	3.032	2337657	5	2335	2589955	252298	445	95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;s__Leucothrix sp002747455
OTU-38868	59.67827	14	6	0.409	6.105	1848090	5	1964	2037611	189521	574	229	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__
OTU-38886	40.32613	11	6	0.233	3.637	3928578	4	3684	4228306	299728	581	277	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ekhidna;s__Ekhidna lutea
OTU-38905	45.48159	14	7	0.287	3.157	3930987	5	4256	4434235	503248	971	251	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella;s__Kiloniella majae
OTU-38940	45.3579	12	5	0.123	2.676	1022922	4	1192	1092062	69140	97	50	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoluna;s__Rhodoluna sp002342255
OTU-38945	46.12641	12	6	0.422	4.84	4007148	4	4135	4516254	509106	1360	386	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sinaloensis_A
OTU-38947	61.61439	11	4	0.312	2.983	4738545	5	4804	5394508	655963	1015	484	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__Palsa-343 sp003131625
OTU-38957	64.22387	14	4	0.292	4.317	2334477	5	2330	2549445	214968	502	178	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001831515
OTU-38970	45.30943	16	8	0.425	3.996	1965015	5	2360	2269053	304038	629	375	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopococcus;s__Atopococcus tabaci
OTU-39000	32.39153	13	8	0.298	3.645	3591579	4	3596	3945764	354185	764	309	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__Psychroserpens damuponensis
OTU-39022	41.5729	14	6	0.336	4.383	2221878	5	2428	2442250	220372	419	396	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__
OTU-39045	36.3432799999999	17	9	0.444	3.576	2595945	5	2940	2936316	340371	692	612	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Kurthia;s__Kurthia sp001534765
OTU-39074	46.9097999999999	14	6	0.331	3.939	2726244	5	2604	3068459	342215	653	210	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__
OTU-39087	58.39427	13	4	0.113	1.789	1649994	5	2118	1815997	166003	167	73	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp003133005
OTU-39108	62.96494	12	3	0.283	3.48	3820485	4	4263	4232558	412073	854	352	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus marina
OTU-39121	42.66962	13	7	0.291	3.466	896994	4	1036	1020188	123194	226	75	d__Bacteria;p__Patescibacteria;c__Paceibacteria_A;o__Moranbacterales;f__UBA2206;g__XYA2-FULL-43-15;s__XYA2-FULL-43-15 sp001784815
OTU-39129	60.01081	14	5	0.383	5.118	1327452	5	1564	1507790	180338	465	134	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-39131	52.4390299999999	15	6	0.377	4.747	2603913	5	2575	2917388	313475	795	176	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900319245
OTU-39138	63.2345	13	3	0.422	3.51	6602271	5	6842	7718996	1116725	2147	742	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia susongensis
OTU-39143	36.5811	11	7	0.117	2.403	1978797	5	1966	2098250	119453	117	113	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA3478;s__UBA3478 sp002691685
OTU-39149	36.1387499999999	12	8	0.26	3.919	3299106	4	3156	3556543	257437	547	274	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mangrovimonas;s__Mangrovimonas sp001280515
OTU-39186	35.76891	13	9	0.322	3.082	1710060	5	1718	1877792	167732	276	277	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae_A;g__Acholeplasma_C;s__Acholeplasma_C brassicae
OTU-39197	61.4411	13	4	0.276	3.572	3444159	4	3680	3805617	361458	697	319	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_B;f__Magnetospirillaceae;g__Phaeospirillum;s__Phaeospirillum molischianum
OTU-39211	57.82648	14	5	0.413	4.339	1167846	5	1168	1331709	163863	422	60	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-39218	41.49557	15	7	0.312	3.938	1686723	5	1896	1848461	161738	311	281	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H gastricus
OTU-39253	75.33891	16	0	0.36	4.522	4195713	4	4419	4621196	425483	1013	577	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus normandii
OTU-3926	39.29419	12	7	0.109	3.01	1696596	4	1699	1769010	72414	105	81	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__
OTU-39269	65.26185	12	3	0.326	3.898	4844724	4	5157	5351429	506705	1058	624	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus dicambivorans
OTU-39286	38.9953599999999	13	8	0.316	3.358	4492029	4	4055	4933920	441891	863	418	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UBA1931;s__UBA1931 sp002337125
OTU-39311	52.17154	16	6	0.396	4.157	2619483	5	2819	3014016	394533	861	256	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__An200;s__An200 sp003268275
OTU-39337	31.4184399999999	15	8	0.432	3.852	2383227	5	2652	2735032	351805	701	444	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Clostridium_AB;s__Clostridium_AB cylindrosporum
OTU-39366	46.7625499999999	12	6	0.348	3.434	3798456	5	4003	4441173	642717	1177	218	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia enterocolitica
OTU-39389	62.65179	16	4	0.29	3.527	4549746	4	4711	5063552	513806	1066	301	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Paenarthrobacter;s__Paenarthrobacter sp002224285
OTU-39390	41.0743399999999	12	7	0.251	3.451	1875132	5	2068	2072154	197022	401	119	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp002299245
OTU-39391	70.19921	18	0	0.329	4.596	3330204	4	4117	3713770	383566	992	362	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium sp000333375
OTU-39409	68.12828	12	4	0.36	5.348	3266415	4	3598	3614028	347613	963	333	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__UBA6814;s__UBA6814 sp002452635
OTU-39410	56.4504699999999	10	5	0.084	1.809	2091819	5	2337	2210119	118300	99	97	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__O2-02-FULL-57-9;s__O2-02-FULL-57-9 sp001800015
OTU-39418	35.16015	11	7	0.103	1.317	1250361	6	1529	1401485	151124	101	56	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__20-14-0-20-35-9;s__
OTU-39420	49.65334	12	6	0.247	3.427	3777051	4	3745	4127744	350693	701	225	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Arsukibacterium;s__Arsukibacterium ikkense
OTU-39422	35.1758899999999	16	8	0.384	3.999	1794438	4	1923	2005002	210564	407	332	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__;s__
OTU-39424	63.81656	13	3	0.433	3.694	7275972	4	8077	8530034	1254062	2652	844	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp002068095
OTU-39440	42.97524	12	6	0.177	2.574	2251074	4	2350	2467444	216370	310	105	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002377605
OTU-39441	69.58937	15	0	0.305	3.301	6663741	5	6851	7405112	741371	1279	808	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinokineospora;s__Actinokineospora sp900070365
OTU-39485	71.26036	14	0	0.275	4.755	2907510	4	3071	3108578	201068	533	312	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Janibacter;s__Janibacter corallicola
OTU-39487	67.2871699999999	14	0	0.511	4.521	5570622	4	5630	6394083	823461	1982	893	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia multivorans
OTU-39491	43.6064499999999	14	7	0.351	2.697	3096039	5	3634	3607409	511370	667	607	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_C;g__Bacillus_AM;s__
OTU-39498	60.03021	16	6	0.42	5.846	1973697	5	2191	2211293	237596	720	200	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__
OTU-39506	49.43054	14	6	0.31	4.223	1514745	4	1729	1672921	158176	359	177	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA945;s__UBA945 sp002293315
OTU-39515	47.6120999999999	14	7	0.357	3.543	1985628	5	2016	2273524	287896	509	210	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG592;s__RUG592 sp900317815
OTU-39541	35.72739	15	8	0.469	2.951	4120125	5	5115	5108934	988809	1289	1108	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A sp900116295
OTU-39573	45.29737	12	6	0.187	2.085	2987640	5	3069	3367023	379383	409	166	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__1-14-0-20-45-15;s__1-14-0-20-45-15 sp002787235
OTU-39578	60.04786	14	5	0.482	5.25	1787793	4	1732	2047998	260205	674	160	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-39598	69.50317	15	0	0.359	5.119	2882139	4	2880	3129463	247324	737	296	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001898315
OTU-39613	37.24962	10	7	0.094	0.975	2571666	5	2876	2871084	299418	160	110	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Fangia;s__
OTU-39635	41.39286	15	8	0.24	3.325	2067117	5	2232	2272810	205693	386	150	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__
OTU-39685	35.0075499999999	10	7	0.1	2.317	1075602	5	1166	1109701	34099	34	83	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-422-E19;s__AG-422-E19 sp003213595
OTU-39710	50.2678199999999	13	6	0.194	3.535	2121294	5	2107	2306013	184719	303	106	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__CAG-831 sp002317435
OTU-39720	46.82366	13	6	0.407	4.044	4094256	4	4079	4717377	623121	1435	224	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp002783505
OTU-39722	59.78207	15	5	0.453	5.322	1893300	5	1871	2163289	269989	679	168	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-39724	61.8559899999999	13	4	0.331	4.005	4609302	4	4168	5103941	494639	936	442	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__
OTU-39731	68.2055	13	3	0.285	4.195	2958327	4	3192	3220540	262213	551	360	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas bacteroides
OTU-39739	67.2803	13	3	0.421	4.662	3673173	4	3723	4096386	423213	1061	508	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter denitrificans
OTU-39742	74.02279	15	0	0.427	4.662	4985886	4	5055	5521908	536022	1394	762	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;s__Patulibacter minatonensis
OTU-39770	44.2402	11	8	0.426	4.148	788931	4	922	882956	94025	184	209	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__GWF2-40-263;g__XYB2-FULL-45-11;s__XYB2-FULL-45-11 sp001791715
OTU-39800	58.8239399999999	12	4	0.174	1.948	4583847	5	5143	5194160	610313	633	263	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__BOG-932;g__BOG-932;s__BOG-932 sp003165335
OTU-39804	62.8597699999999	12	4	0.291	4.925	3011199	4	3197	3284523	273324	671	258	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas;s__
OTU-39844	40.94173	13	6	0.323	4.221	2922327	4	2922	3215882	293555	693	251	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens agnitus
OTU-39853	52.7205199999999	13	7	0.323	3.298	3670815	4	3804	4071977	401162	630	598	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Gallaecimonadaceae;g__Gallaecimonas;s__
OTU-39860	39.57094	13	8	0.451	5.337	1883940	4	2002	2086875	202935	650	253	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_A
OTU-39868	57.8149799999999	12	4	0.196	2.23	3452226	5	4264	3908736	456510	522	314	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__BOG-1155;s__BOG-1155 sp003165115
OTU-39897	44.8849299999999	13	7	0.266	3.316	5235573	5	4929	5788054	552481	989	323	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp000170795
OTU-39926	60.9169	12	5	0.212	3.803	2410092	4	2317	2560222	150130	308	184	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae_A;g__Spirochaeta_A;s__Spirochaeta_A thermophila
OTU-39943	58.40653	17	4	0.315	3.837	2311050	4	2147	2578157	267107	587	89	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__
OTU-39959	53.27263	14	6	0.301	4.503	5140320	4	6252	5832894	692574	1217	662	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555
OTU-39964	33.39398	13	8	0.356	3.395	4116570	4	4409	4675015	558445	1142	427	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp001677955
OTU-40006	35.2448399999999	14	7	0.071	1.291	871515	4.5	941	921100	49585	34	33	d__Bacteria;p__WOR-3_B;c__NMUJ01;o__;f__;g__;s__
OTU-4003	37.8736	13	7	0.32	2.946	4454328	4	4366	5040914	586586	1001	396	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter agri
OTU-40044	40.7300699999999	12	7	0.367	4.104	3867036	4	3884	4334411	467375	1134	291	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp001401805
OTU-40050	43.73787	10.5	6	0.081	0.967	951666	5	1375	1158414	206748	78	34	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Ancillula;s__Ancillula trichonymphae
OTU-40090	61.50692	12	4	0.3	2.693	1975425	5	2044	2311796	336371	505	108	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__;s__
OTU-4010	56.7703	11	4	0.283	2.643	4018833	4	4025	4681249	662416	826	314	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__UBA11358;s__UBA11358 sp002479245
OTU-40111	46.0259999999999	18	8	0.207	4.486	1284045	5	1772	1418700	134655	293	74	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__
OTU-40126	59.82923	14	5	0.466	5.266	1790016	5	1800	2040284	250268	664	175	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
OTU-40146	68.99946	13	3	0.328	4.498	2950053	4	3376	3303735	353682	762	344	d__Bacteria;p__UBA8248;c__UBA8248;o__UBA8248;f__UBA8248;g__2-12-FULL-69-37;s__2-12-FULL-69-37 sp001790955
OTU-40156	63.96914	12	3	0.189	2.371	4704210	5	5125	5165709	461499	597	374	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides sp002013415
OTU-40172	62.56319	12	4	0.241	3.584	2435346	4	2765	2677264	241918	482	184	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__MONJU;s__
OTU-40175	53.66341	10	4	0.177	2.407	1568769	5	1857	1748225	179456	211	118	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003217835
OTU-40185	55.7467299999999	10	5	0.229	2.785	1997523	5	2345	2271133	273610	396	142	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__RBG-16-56-11;s__RBG-16-56-11 sp001796865
OTU-40186	64.04505	13	3	0.303	3.858	1612731	4	1760	1806597	193866	424	110	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__RBG-16-64-43;g__RBG-16-64-43;s__RBG-16-64-43 sp001796965
OTU-40198	38.0043499999999	15	6	0.31	2.934	555813	4	655	667615	111802	148	55	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__GWA2-38-27;g__GWA2-38-27;s__GWA2-38-27 sp001821475
OTU-40199	70.5994499999999	13	0	0.318	4.936	2670228	4	3030	2919421	249193	583	381	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp001794825
OTU-40219	69.93252	15	0	0.307	4.248	2818506	4	2917	3056510	238004	569	326	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium chocolatum
OTU-40228	53.1326299999999	16	5	0.267	3.174	1767384	4	1830	1988850	221466	396	93	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium haemolyticum
OTU-40231	68.8007399999999	17	0	0.306	4.919	3023670	4	3212	3276768	253098	737	247	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Kribbia;s__Kribbia dieselivorans
OTU-40244	34.42188	14	8	0.354	3.213	4684650	5	4422	5351669	667019	1216	348	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002797935
OTU-40258	37.7279599999999	13	7	0.335	3.45	4191006	4	4647	4843680	652674	1247	312	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp000498095
OTU-40260	28.76314	13	9	0.302	2.692	880896	6	719	1020200	139304	161	56	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Mesomycoplasma;s__Mesomycoplasma ovipneumoniae_A
